key,translation,locale
cart.pre.check.quantity.interval.failed,Quantity interval requirements for product SKU '%sku%' are not fulfilled.,en_US
cart.pre.check.quantity.max.failed,Maximum quantity for product SKU '%sku%' is exceeded.,en_US
cart.pre.check.quantity.min.failed,Minimum quantity requirements for product SKU '%sku%' are not fulfilled.,en_US
cart.pre.check.quantity.value.failed,Wrong quantity for product SKU '%sku%'.,en_US
cart.pre.check.shipment.failed,Can't apply these changes. The shipment method not found. Please select another shipment method.,en_US
cart.price,Price,en_US
cart.price.grand.total,Total,en_US
cart.price.subtotal,Subtotal,en_US
cart.price.subtotal_wo_deals,Total,en_US
cart.product-option,Product Options,en_US
cart.promotion.items,Promotional products,en_US
cart.quantity.adjusted,Requested item quantity was adjusted as far as selected quantity is not available.,en_US
cart.remove.items.success,Products were removed successfully,en_US
cart.sales-order-threshold,Minimum Order Value,en_US
cart.select.default_value,Please select a value,en_US
cart.shipping,Shipping,en_US
cart.shipping_standard,Shipping standard,en_US
cart.shipping.order-item,#NAME?,en_US
cart.title_content,Shopping Cart,en_US
cart.title_sidebar,Order overview,en_US
cart.total,Total,en_US
cart.total_wo_deals,Total,en_US
cart.total.discount,Discount,en_US
cart.total.price_to_pay,Price to pay,en_US
cart.total.tax_total,Tax,en_US
cart.validate.items.price.changed,Prices have been changed for products with SKU '%sku%'.,en_US
cart.voucher.apply.failed,Your voucher code is invalid.,en_US
cart.voucher.apply.non_applicable,The voucher code is invalid,en_US
cart.voucher.apply.successful,Your voucher code has been applied,en_US
cart.voucher.redeem,Redeem code,en_US
cart.voucher.remove,Remove,en_US
cart.vouchers,Vouchers,en_US
cart.vouchers.clear-all,Clear all,en_US
cart.voucher-title,Voucher Code,en_US
cart_widget.empty_text,Your cart is empty. Go fill it up with all your tech hopes and dreams.,en_US
cart.your-order,Your Order,en_US
catalog.currency,€,en_US
catalog.filter.active,Active Filter,en_US
catalog.filter.activeFilters,Active filters,en_US
catalog.filter.active_rating_up,Stars & Up,en_US
catalog.filter.button,Apply,en_US
catalog.filter.extras,Other characteristics,en_US
catalog.filter.filter,Filters / Sorting,en_US
catalog.filter.hide,hide filter,en_US
catalog.filter.main_color,Color,en_US
catalog.filter.per,Per Page,en_US
catalog.filter.pricerangeFrom,from,en_US
catalog.filter.pricerangeTo,to,en_US
catalog.filter.rangeFrom,Range of,en_US
catalog.filter.rangeTo,to,en_US
catalog.filter.rating_up,& Up,en_US
catalog.filter.resetAllFilters,Reset all filters,en_US
catalog.filter_section.show_all,Show more,en_US
catalog.filter_section.show_less,Show less,en_US
catalog.filter.show,insert filter,en_US
catalog.itemsFound,Results,en_US
catalog.loading,Loading,en_US
catalog.new,New,en_US
catalog.next,continue,en_US
catalog.no-results,No results.,en_US
catalog.prev,back,en_US
catalog.sale,Sale,en_US
catalog.sort,Sorting,en_US
catalog.sort.by,Sort by,en_US
catalog.sort.name_asc,Name ascending,en_US
catalog.sort.name_desc,Name descending,en_US
catalog.sort.price_asc,Price ascending,en_US
catalog.sort.price_desc,Price descending,en_US
catalog.sort.rating,Product ratings,en_US
catalog.sort.relevance,Relevance,en_US
catalog.view.mode.grid,Grid,en_US
catalog.view.mode.list,List,en_US
checkout.customer.auth_as_guest,Buy as Guest,en_US
checkout.customer.auth_as_login,Login,en_US
checkout.customer.auth_as_user,Sign Up,en_US
checkout.customer.order_as_guest,Order as guest,en_US
checkout.customer.proceed_as_guest,Proceed as a guest,en_US
checkout.customer.proceed_as_user,Proceed as a registered user (sign up),en_US
checkout.giftcard.label,Gift card,en_US
checkout.nothing.will.be.sent,"Therefore, of course, nothing will be sent!",en_US
checkout.payment.cashback_balance,Cashback/myWorld eVoucher balance:,en_US
checkout.payment.cashback_info,"If you have Cashback credit or myWorld eVoucher credit, this will be shown here and you can use it for payment.<br/>Note: These can only be used as payment for items sold by myWorld.",en_US
checkout.payment.checkbox.use_evoucher_balance,Use %price% of your %balance% Cashback/myWorld eVoucher balance,en_US
checkout.payment_method.invalid,Checkout payment is not valid,en_US
checkout.payment.provider.DummyPayment,Payment Methods,en_US
checkout.payment.provider.payment_methods,Payment Methods,en_US
checkout.pre.check.shipment.failed,Invalid shipping method %method_name% (%carrier_name%).,en_US
checkout.sales-order-threshold,Minimum Order Value,en_US
checkout.step.address.is_sellable,"Dear customer, products are unfortunately not available in your delivery address.",en_US
checkout.step.address.select_address,Select an address,en_US
checkout.step.address.title,Address,en_US
checkout.step.confirm_payment.error,There went something wrong on payment,en_US
checkout.step.customer.title,Login,en_US
checkout.step.error.text,Something went wrong. Sorry.,en_US
checkout.step.error.title,Your order has not been placed.,en_US
checkout.step.payment,Go to Payment,en_US
checkout.step.payment.must_be_older_than_18_years,You must be at least 18 years old.,en_US
checkout.step.payment.title,Payment,en_US
checkout.step.place.order,Submit your order,en_US
checkout.step.shipment,Go to Shipment,en_US
checkout.step.shipment.provider.a,DHL,en_US
checkout.step.shipment.provider.b,Hermes,en_US
checkout.step.shipment.title,Shipment,en_US
checkout.step.success.link,"Go to ""My Account""",en_US
checkout.step.success.sub_title,Your order has been placed successfully.,en_US
checkout.step.success.text,You will get the order confirmation email in a few minutes. You can check and track your order in Your Account.,en_US
checkout.step.success.title,Thank you.,en_US
checkout.step.summary,Go to Summary,en_US
checkout.step.summary.billing_address,Billing Address,en_US
checkout.step.summary.delivery_address,Delivery Address,en_US
checkout.step.summary.delivery_method,Delivery method,en_US
checkout.step.summary.grand_total,Total,en_US
checkout.step.summary.items,Items,en_US
checkout.step.summary.overview,Overview,en_US
checkout.step.summary.payment,Payment,en_US
checkout.step.summary.products,Products,en_US
checkout.step.summary.requested_delivery_date,Requested delivery date,en_US
checkout.step.summary.shipment_costs_total,Shipment costs (total),en_US
checkout.step.summary.shipping,Shipment,en_US
checkout.step.summary.sms_code_input_error,The SMS Code was not correct,en_US
checkout.step.summary.sms_code_send_error,Send SMS Code ended in an error,en_US
checkout.step.summary.sub_total,Subtotal,en_US
checkout.step.summary.tax,incl. Tax,en_US
checkout.step.summary.title,Summary,en_US
checkout.step.summary.total,Complete checkout,en_US
checkout.step.summary.tracking_code,Delivery Tracking Code,en_US
checkout.step.summary.uid,UID,en_US
checkout.step.summary.with_method,With,en_US
checkout.summary.item.bundle.description,Items in the bundle:,en_US
checkout.summary.item.option.description,Product options:,en_US
checkout.thank.you,Thank you,en_US
checkout.this.is.shop,This is a shop,en_US
checkout.step.summary.modal.link,Did not receive a Code?,en_US
checkout.step.summary.modal.title,Did not receive a pin code?,en_US
checkout.step.summary.modal.info,How would you like to receive your PIN Code?,en_US
checkout.step.summary.modal.phone,Number:,en_US
checkout.step.summary.modal.email,Email:,en_US
checkout.step.summary.modal.email_radio_label,Generate new verification Code sent via eMail,en_US
checkout.step.summary.modal.sms_radio_label,Generate new verification Code sent via SMS,en_US
checkout.step.summary.modal.submit,Send PIN Code,en_US
checkout.step.summary.modal.resend_already_by_mail,"Code was sent via E-Mail, please check also your SPAM folder.",en_US
checkout.step.summary.modal.resend_already_by_sms,"Code was sent via SMS, please check.",en_US
checkout.step.summary.modal.resend_retry,You can try to send again within:,en_US
checkout.step.summary.modal.error_when_resending_by_sms,"There is an error while trying to send the code via SMS, please try again later.",en_US
checkout.step.summary.modal.please_wait_30_seconds,Please wait 30 seconds to request a new code.,en_US
checkout.step.summary.modal.error_session_expired,"Your payment session has expired, please return to the payment step.",en_US
cms.page.filter.per,Per Page,en_US
cms.page.itemsFound,Items found,en_US
cms.page.sort.name_asc,Sort by name ascending,en_US
cms.page.sort.name_desc,Sort by name descending,en_US
cms.page.sort.relevance,Sort by relevance,en_US
cms.preview.access_denied,You are not logged in or you do not have permission to access this page.,en_US
cms-product-group.category.link.text,Explore More,en_US
company.account,Company Account,en_US
company.account.add_new_address,Define new address,en_US
company.account.address,Addresses,en_US
company.account.address.address1,Street,en_US
company.account.address.address3,Addition to address,en_US
company.account.address.city,City,en_US
company.account.address.country,Country,en_US
company.account.address.delete,Delete,en_US
company.account.address.edit,Edit,en_US
company.account.address.is_default_billing,Is default billing address,en_US
company.account.address.number,Number,en_US
company.account.address.phone,Telephone number,en_US
company.account.address.zip_code,Zip code,en_US
company.account.authorization.success,Registration Successful,en_US
company.account.billing_address,Default Billing Address,en_US
company.account.business_unit,Business Units,en_US
company.account.business_unit.add,Create Business Unit,en_US
company.account.business_unit.address,Addresses,en_US
company.account.business_unit.create,Create,en_US
company.account.business_unit.delete,Delete,en_US
company.account.business_unit.delete.confirmation.warning,Warning,en_US
company.account.business_unit.details,Details,en_US
company.account.business_unit.edit,Edit,en_US
company.account.business_unit.edit_information,Edit,en_US
company.account.business_unit.email,Email,en_US
company.account.business_unit.external_url,External Url,en_US
company.account.business_unit.name,Name,en_US
company.account.business_unit.phone,Telephone number,en_US
company.account.business_unit.view,View,en_US
company.account.company_name,Company name,en_US
company.account.company_role,Roles,en_US
company.account.company_role.add,Add new role,en_US
company.account.company_role.default,Default,en_US
company.account.company_role.details,Details,en_US
company.account.company_role.edit,Edit,en_US
company.account.company_role.edit_information,Edit Role Information,en_US
company.account.company_role.is_default,Is Default,en_US
company.account.company_role.name,Name,en_US
company.account.company_role.permission.assign,Assign,en_US
company.account.company_role.permission.assigned,Assigned,en_US
company.account.company_role.permission.configure,Configure,en_US
company.account.company_role.permission.key,Key,en_US
company.account.company_role.permission.manage,Manage permissions,en_US
company.account.company_role.permissions,Permissions,en_US
company.account.company_role.permission.status,Status,en_US
company.account.company_role.permission.unassign,Unassign,en_US
company.account.company_role.permission.unassigned,Unassigned,en_US
company.account.company_role.user.manage,Manage assigned company users,en_US
company.account.company_role.users,Users,en_US
company.account.company_role.view,View,en_US
company.account.company_user,Users,en_US
company.account.company_user.add,Add new user,en_US
company.account.company_user.business_unit,Business unit,en_US
company.account.company_user.delete,Delete,en_US
company.account.company_user.delete.back,Back,en_US
company.account.company_user.delete.successful,The user has been deleted,en_US
company.account.company_user.disable,Disable,en_US
company.account.company_user.edit,Edit,en_US
company.account.company_user.edit_information,Edit user information,en_US
company.account.company_user.enable,Enable,en_US
company.account.company_user.name,Name,en_US
company.account.company_user.role,Role,en_US
company.account.company_user.status.disable.error,Company user cannot be disabled,en_US
company.account.company_user.status.disable.error.cannot_disable_yourself,You are not allowed to disable yourself,en_US
company.account.company_user.status.disable.success,Company user successfully disabled,en_US
company.account.company_user.status.enable.error,Company user cannot be enabled,en_US
company.account.company_user.status.enable.error.cannot_enable_yourself,You are not allowed to enable yourself,en_US
company.account.company_user.status.enable.success,Company user successfully enabled,en_US
company.account.edit_address_information,Edit Address Information,en_US
company.account.login.email,Email,en_US
company.account.login.password,Password,en_US
company.account.login.title,Access your account,en_US
company.account.name,Company Name,en_US
company.account.overview,Overview,en_US
company.account.page-title,My Company,en_US
company.account.registration.title,Create account,en_US
company.account.shipping_address,Default Shipping Address,en_US
company.account.table.actions,Actions,en_US
company.address.heading,Company data,en_US
company.company_business_unit.delete.error.has_users,You can not delete a business unit while it contains users,en_US
company.company_role.delete.error.has_users,You can not delete a role while it contains users,en_US
company_page.company_business_unit_restricted_message,You don't have permissions to perform this operation,en_US
company_page.company_user_restricted_message,Regular customers are not allowed to operate on company pages,en_US
company_user.business_on_behalf.error.company_not_active,"You can not select this company user, company is not active.",en_US
company_user.business_on_behalf.error.company_user_invalid,"You can not select this company user, it is invalid.",en_US
company_user.change_company_user,Change Company User,en_US
company.user.first_name,First Name,en_US
company.user.invitation.accepted,Your invitation has already been used,en_US
company.user.invitation.actions,Actions,en_US
company.user.invitation.business.unit,Business Unit,en_US
company.user.invitation.delete.button,Delete,en_US
company.user.invitation.delete.confirmation.question,Are you sure you want to delete the invitation?,en_US
company.user.invitation.deleted.error.message,Invitation was not deleted,en_US
company.user.invitation.deleted.success.message,Invitation deleted successfully,en_US
company.user.invitation.delete.title,Delete invitation,en_US
company.user.invitation.expired,Your invitation has expired,en_US
company.user.invitation.file,Invitations file,en_US
company.user.invitation.first.name,First Name,en_US
company.user.invitation.import.download.errors.file,"Some invitations failed to be imported. Click <a href=""""%link%"""">here</a> to download the errors file",en_US
company.user.invitation.imported.title.plural,Imported invitations,en_US
company.user.invitation.import.error.message,Invitations import failed,en_US
company.user.invitation.import.file.invalid,The import file is not valid,en_US
company.user.invitation.import.title,Import new invitations,en_US
company.user.invitation.invalid,Your invitation is not valid,en_US
company.user.invitation.invite_users,Invite users,en_US
company.user.invitation.last.name,Last Name,en_US
company.user.invitation.mail,Mail,en_US
company.user.invitation.not.found.message,Invitation not found,en_US
company.user.invitation.resend.button,Resend,en_US
company.user.invitation.resend.confirmation.question,Are you sure you want to resend the invitation?,en_US
company.user.invitation.resend.title,Resend invitation,en_US
company.user.invitation.resent.error.message,Invitation was not resent,en_US
company.user.invitation.resent.success.message,Invitation resent successfully,en_US
company.user.invitation.send.all.button,Send All,en_US
company.user.invitation.send.button,Send,en_US
company.user.invitation.sent.all.error.message,Some invitations failed to be sent,en_US
company.user.invitation.sent.all.none.found.message,No invitations to send found,en_US
company.user.invitation.sent.all.success.message,All invitations sent successfully,en_US
company.user.invitation.sent.error.message,Invitation was not sent,en_US
company.user.invitation.sent.success.message,Invitation sent successfully,en_US
company.user.invitation.status,Status,en_US
company.user.invitation.status.accepted,Accepted,en_US
company.user.invitation.status.new,Not Sent,en_US
company.user.invitation.status.pending,Pending,en_US
company.user.invitation.title.plural,Invitations,en_US
company.user.last_name,Last Name,en_US
company_user.no_company,No Company,en_US
company_user.remember_choice,Remember choice,en_US
company.user.salutation.dr,Dr.,en_US
company.user.salutation.mr,Mr.,en_US
company.user.salutation.mrs,Mrs.,en_US
company.user.salutation.ms,Ms.,en_US
configurable_bundle_note.enter_note,Add a note for the configured bundle,en_US
configurable_bundle_note.form.save,Save,en_US
configurable_bundle_note.note,Configured Bundle Note:,en_US
configurable_bundle_note.note_added,Note has been successfully added to configured bundle,en_US
configurable_bundle_page.choose_bundle_to_configure,Choose Bundle to configure,en_US
configurable_bundle_page.configurable_bundle_list,Configurable Bundle List,en_US
configurable_bundle_page.configurator,Configurator,en_US
configurable_bundle_page.configurator.added_to_cart,Configured bundle successfully added to cart.,en_US
configurable_bundle_page.configurator.add_to_cart,Add to Cart,en_US
configurable_bundle_page.configurator.product_became_unavailable,Product with SKU '%sku%' configured for slot with ID '%id%' became unavailable.,en_US
configurable_bundle_page.configurator.selected_product,Selected product,en_US
configurable_bundle_page.configurator.sku,Sku:,en_US
configurable_bundle_page.configurator.slot_became_unavailable,Configured slot with ID '%id%' became unavailable.,en_US
configurable_bundle_page.configurator.slot_page.back_link,Back to Bundles,en_US
configurable_bundle_page.configurator.summary,Summary,en_US
configurable_bundle_page.configurator.summary_page_locked,Product for at least one slot should be configured to visit Summary page.,en_US
configurable_bundle_page.configurator.summary_page_total,Total,en_US
configurable_bundle_page.configurator.templates_not_found,There are no templates available.,en_US
configurable_bundle_page.configurator.tip.header,Create your own bundle.,en_US
configurable_bundle_page.configurator.tip.text,"To create the bundle, please select the slot from the left side, and choose the product from the list.",en_US
configurable_bundle_page.edit,Edit,en_US
configurable_bundle_page.invalid_template_slot_combination,Invalid template/slot combination.,en_US
configurable_bundle_page.select,Select,en_US
configurable_bundle_page.template_not_found,Configurable bundle template not found.,en_US
configurable_bundle_page.unselect,Unselect,en_US
configurable_bundle.slot.validation.error.not_exists,Configurable bundle template slot does not exist.,en_US
configurable_bundle.templates.configurable-bundle-all-in.name,All in,en_US
configurable_bundle.template_slots.slot-1.name,Slot 1,en_US
configurable_bundle.template_slots.slot-2.name,Slot 2,en_US
configurable_bundle.template_slots.slot-3.name,Slot 3,en_US
configurable_bundle.template_slots.slot-4.name,Slot 4,en_US
configurable_bundle.template_slots.slot-5.name,Slot 5,en_US
configurable_bundle.template_slots.slot-6.name,Slot 6,en_US
configurable_bundle.templates.smartstation.name,Smartstation Kit,en_US
configurable_bundle.template.validation.error.already_activated,Configurable bundle template is already activated.,en_US
configurable_bundle.template.validation.error.already_deactivated,Configurable bundle template is already deactivated.,en_US
configurable_bundle.template.validation.error.not_exists,Configurable bundle template does not exist.,en_US
configured_bundle.bundle_total,Bundle total:,en_US
configured_bundle_cart.error.configured_bundle_cannot_be_added,Configured bundle cannot be added to cart.,en_US
configured_bundle_cart.error.configured_bundle_cannot_be_removed,Configured bundle cannot be removed from cart.,en_US
configured_bundle_cart.error.configured_bundle_cannot_be_updated,Configured bundle cannot be updated.,en_US
configured_bundle_cart.error.configured_bundle_not_found,Configured bundle with provided sku not found in cart.,en_US
configured_bundle.item_sku,SKU:,en_US
configured_bundle_note_widget.edit_note,Edit,en_US
configured_bundle_note_widget.remove_note,Remove,en_US
configured_bundle.order.items,Items in the bundle:,en_US
configured_bundle.price,Item price:,en_US
configured_bundle.quantity,Quantity:,en_US
configured_bundle.remove,Remove,en_US
configured_bundle.total,Item total:,en_US
configured_bundle_widget.configured_bundle.removed,Configured bundle removed successfully.,en_US
configured_bundle_widget.configured_bundle.updated,Configured bundle updated successfully.,en_US
configured_bundle_widget.items,Items,en_US
configured_bundle_widget.multiplier,x,en_US
countries.iso.AT,Austria,en_US
countries.iso.BE,Belgium,en_US
countries.iso.BG,Bulgaria,en_US
countries.iso.CH,Switzerland,en_US
countries.iso.CY,Cyprus,en_US
countries.iso.CZ,Czech Republic,en_US
countries.iso.DE,Germany,en_US
countries.iso.DK,Denmark,en_US
countries.iso.EE,Estonia,en_US
countries.iso.ES,Spain,en_US
countries.iso.FI,Finland,en_US
countries.iso.FR,France,en_US
countries.iso.GB,United Kingdom,en_US
countries.iso.GR,Greece,en_US
countries.iso.HR,Croatia,en_US
countries.iso.HU,Hungary,en_US
countries.iso.IE,Ireland,en_US
countries.iso.IM,Isle of Man,en_US
countries.iso.IT,Italy,en_US
countries.iso.LT,Lithuania,en_US
countries.iso.LU,Luxembourg,en_US
countries.iso.LV,Latvia,en_US
countries.iso.MC,Monaco,en_US
countries.iso.MT,Malta,en_US
countries.iso.NL,Netherlands,en_US
countries.iso.NO,Norway,en_US
countries.iso.PL,Poland,en_US
countries.iso.PT,Portugal,en_US
countries.iso.RO,Romania,en_US
countries.iso.SE,Sweden,en_US
countries.iso.SI,Slovenia,en_US
countries.iso.SK,Slovakia,en_US
customer.access.cannot_see_price,Please login to see the price,en_US
customer.account,Customer Account,en_US
customer.account.additional_addresses,Additional Addresses,en_US
customer.account.add_new_address,Define new address,en_US
customer.account.address,Addresses,en_US
customer.account.available.benefit.voucher.amount,Available benefit voucher amount,en_US
customer.account.available.cashback.amount,Available cashback amount,en_US
customer.account.available.shopping.point.amount,Available shopping point amount,en_US
customer.account.button.add_new_address,Add new address,en_US
customer.account.contact,Contact,en_US
customer.account.default_billing_address,Default Billing Address,en_US
customer.account.default_shipping_address,Default Shipping Address,en_US
customer.account.deliver_to_multiple_addresses,Deliver to multiple addresses,en_US
customer.account.edit_address_information,Edit Address Information,en_US
customer.account.last_orders,Last Orders,en_US
customer.account.newsletter,Newsletter,en_US
customer.account.no_order,No orders at the moment,en_US
customer.account.no_orders,No orders at the moment,en_US
customer.account.order_history,Orders History,en_US
customer.account.overview,Overview,en_US
customer.account.please_specify_billing_address,Please Specify Billing Address,en_US
customer.account.please_specify_shipping_address,Please Specify Shipping Address,en_US
customer.account.print_shopping_list.table.barcode,Barcode,en_US
customer.account.print_shopping_list.table.default_price,Default price,en_US
customer.account.print_shopping_list.table.note,Note,en_US
customer.account.print_shopping_list.table.product_name,Product name,en_US
customer.account.print_shopping_list.table.product_sku,Product SKU,en_US
customer.account.print_shopping_list.title.shopping_list_id,Shopping List ID,en_US
customer.account.print_shopping_list.title.shopping_list_name,Shopping List Name,en_US
customer.account.profile_data,Profile,en_US
customer.account.shopping_list,Shopping lists,en_US
customer.account.shopping_list.access,Access,en_US
customer.account.shopping_list.access.full_access,Full Access,en_US
customer.account.shopping_list.access.read_only,Read Only,en_US
customer.account.shopping_list.add_all_available_to_cart,Add all available products to cart,en_US
customer.account.shopping_list.add_item.success,Item has been added to the shopping list.,en_US
customer.account.shopping_list.add_selected_items_to_cart,Add selected items to cart,en_US
customer.account.shopping_list.add-to-cart,Add to Cart,en_US
customer.account.shopping_list.availability,Availability,en_US
customer.account.shopping_list.available,Available,en_US
customer.account.shopping_list.clear.success,Shopping list was successfully cleared.,en_US
customer.account.shopping_list.create.failed,Shopping list creation failed.,en_US
customer.account.shopping_list.create.success,List '%name%' was created successfully.,en_US
customer.account.shopping_list.delete.failed,Shopping list was not deleted.,en_US
customer.account.shopping_list.delete.it_belongs_to_follow,It belongs to following,en_US
customer.account.shopping_list.delete.it_will_be_deleted_from_all_of_them,It will be deleted from all of them,en_US
customer.account.shopping_list.delete.success,Shopping list deleted successfully.,en_US
customer.account.shopping_list.delete.warning,Warning,en_US
customer.account.shopping_list.delete.you_are_trying_to_delete_shopping_list,"You are trying to delete shopping list <a href=""""%link%"""">%name%</a>",en_US
customer.account.shopping_list.empty,Currently there are no items in your shopping list.,en_US
customer.account.shopping_list.error.cannot_update,Cannot update shopping list.,en_US
customer.account.shopping_list.error.duplicate_name,A shopping list with the same name already exists.,en_US
customer.account.shopping_list.item.added_all_available_to_cart,Available items added to cart successfully.,en_US
customer.account.shopping_list.item.added_all_available_to_cart.failed,Not all items are added to cart successfully,en_US
customer.account.shopping_list.item.added_to_cart,Item added to cart successfully.,en_US
customer.account.shopping_list.item.added_to_cart.failed,Item was not added to cart.,en_US
customer.account.shopping_list.item.add.failed,Item %sku% could not be added to the List.,en_US
customer.account.shopping_list.item.add.success,Item %sku% was added to the List.,en_US
customer.account.shopping_list.item.not_added,Failed to add product to shopping list.,en_US
customer.account.shopping_list.item.remove.failed,Product was not removed from shopping list.,en_US
customer.account.shopping_list.item.remove.success,Product removed successfully.,en_US
customer.account.shopping_list.items.added_to_cart,Items added to cart successfully.,en_US
customer.account.shopping_list.items.added_to_cart.failed,Items were not added to cart.,en_US
customer.account.shopping_list.items.added_to_cart.not_found,There are no products available for adding to cart.,en_US
customer.account.shopping_list.items.added_to_cart.select_list,At least one shopping list should be selected.,en_US
customer.account.shopping_list.item.select_item,At least one product should be selected.,en_US
customer.account.shopping_list.not_available,Currently not available,en_US
customer.account.shopping_list.overview.actions,Actions,en_US
customer.account.shopping_list.overview.add_new,Add new shopping list,en_US
customer.account.shopping_list.overview.add_shopping_list_to_cart,Add selected shopping lists to cart,en_US
customer.account.shopping_list.overview.created_date,Date created,en_US
customer.account.shopping_list.overview.create.success,Shopping List has been created successfully.,en_US
customer.account.shopping_list.overview.delete,Delete,en_US
customer.account.shopping_list.overview.dismiss,Dismiss,en_US
customer.account.shopping_list.overview.edit,Rename,en_US
customer.account.shopping_list.overview.empty,You do not have any shopping lists yet.,en_US
customer.account.shopping_list.overview.enter_name,Enter name here,en_US
customer.account.shopping_list.overview.form.new,Create new shopping list,en_US
customer.account.shopping_list.overview.item_count,Number of items,en_US
